Fase,Banco,Tipo de tronadura,Tipo Material,M,Dominio Estructural,Diámetro,BxS,Tiempo entre Pozos Filas ms,Fc,Tipo Explosivo,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,Este,Norte,Cota,
Stage 4,2930,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,4-30,480,B,0.31,0.71,1.26,2.13,2.95,3.82,4.96,6.1,8.19,13.58,59339.7,90074.1,2930.0,
Stage 2,3530,Tronadura 1,Roca 2,L1,Norte,12 1/4,11x12,17-120,214,F,0.28,0.51,0.98,1.85,2.60,3.35,4.06,5.0,5.98,9.09,58960.8,91654.7,3530.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Noreste,12 1/4,7x7,4-30,417,B,0.24,0.59,1.06,1.69,2.76,3.70,4.84,6.1,8.50,13.31,59182.6,90226.5,2930.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,4-30,480,B,0.08,0.12,0.43,1.02,2.68,4.02,4.92,6.0,7.64,10.59,59317.4,90096.2,2930.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Noreste,12 1/4,7x7,4-30,417,B,0.08,0.43,1.06,2.44,3.43,4.37,5.12,6.1,7.64,10.98,59148.1,90256.7,2930.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,4-30,480,B,0.24,0.55,1.34,2.36,3.19,3.94,4.88,6.0,7.76,10.94,59332.0,90117.4,2930.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Noreste,12 1/4,7x7,4-30,417,B,0.08,0.35,1.34,2.09,3.03,3.78,4.72,6.1,7.28,8.35,59180.0,90271.0,2930.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Noreste,10 5/8,6.5x6.5,4-30,480,B,0.08,0.31,0.79,2.44,3.58,4.37,5.16,6.1,7.91,9.72,59281.0,90101.0,2930.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,0.08,0.39,1.06,2.36,3.27,4.21,5.20,6.5,8.74,10.47,59053.0,90410.7,2915.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Noreste,12 1/4,7x7,4-30,417,B,0.12,0.43,0.91,1.81,3.15,4.33,5.51,6.8,9.13,12.95,59216.0,90264.9,2930.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,1.26,2.17,2.87,3.50,4.17,4.69,5.75,6.6,8.23,9.57,59079.0,90462.0,2915.0,
Stage 4,2915,Tronadura 1,Roca 2,L1,Sureste,12 1/4,7.5x9,4-30,315,C,1.06,1.69,2.20,2.83,3.23,3.86,4.53,5.3,6.46,9.06,59240.0,89539.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,0.55,1.02,1.85,2.48,3.35,4.02,5.08,6.2,9.53,17.40,59079.0,90518.0,2923.0,
Stage 4,2915,Tronadura 1,Roca 2,L1,Sureste,12 1/4,7.5x9,4-30,315,C,0.83,1.26,1.93,2.72,3.43,4.02,4.49,5.2,6.54,8.62,59278.0,89528.0,2915.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,17-120,244,K,0.83,1.14,1.54,2.05,2.68,3.31,3.94,4.6,5.79,11.65,59220.0,91619.0,3515.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,0.87,1.46,2.20,2.83,3.54,4.33,4.92,5.9,7.80,10.94,59084.0,90539.6,2915.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7x7,4-30,464,C,0.59,1.34,2.24,3.31,3.94,4.69,5.39,6.3,7.52,12.28,59310.0,89522.6,2915.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,17-120,244,K,0.71,0.98,1.42,1.97,2.48,2.91,3.39,4.1,5.12,8.94,59203.0,91615.6,3515.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,1.06,1.42,1.77,2.28,2.99,3.74,4.57,5.5,6.77,11.30,59050.0,90525.0,2920.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7x7,4-30,464,C,1.10,1.89,2.64,3.39,3.90,4.65,5.24,6.2,7.28,8.94,59336.0,89575.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,1.06,2.17,2.91,3.58,4.06,4.53,5.31,5.9,6.97,8.90,59049.0,90493.0,2912.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,467,B,0.51,1.10,1.57,2.17,2.83,3.70,4.37,5.7,7.17,12.05,59256.0,89614.0,2917.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,467,B,0.91,1.50,2.01,2.64,3.23,4.21,4.88,5.9,7.44,12.64,59295.0,89615.0,2915.0,
Stage 4,2930,Tronadura 2,Roca 1,L4,Noreste,10 5/8,6.5x6.5,4-24,500,B,0.47,0.91,1.38,1.97,2.72,3.46,4.21,5.7,7.17,12.32,59200.0,90542.0,2930.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,467,B,0.51,1.14,1.50,1.89,2.48,3.31,4.29,5.6,6.69,12.40,59314.0,89620.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,511,B,0.71,1.26,2.05,2.76,3.39,4.13,5.00,5.8,7.99,10.83,59142.0,90572.0,2915.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7x7,4-30,464,C,0.39,0.79,1.10,1.54,2.05,2.91,4.09,5.9,8.78,12.52,59347.0,89599.0,2915.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Norte,12 1/4,7x7,4-30,504,B,0.51,0.91,1.30,1.77,2.48,3.50,4.72,6.1,7.80,16.22,59157.0,90555.0,2915.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Norte,12 1/4,7x7,4-30,493,B,0.59,0.94,1.38,1.89,2.68,3.66,4.76,5.8,7.24,13.82,59172.0,90538.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,467,B,0.55,0.98,1.40,1.81,2.40,3.46,4.61,5.9,7.95,12.48,59327.0,89664.0,2915.0,
Stage 4,2930,Tronadura 2,Roca 1,L4,Sureste,10 5/8,6.5x6.5,4-30,461,B,0.63,0.91,1.18,1.54,2.24,3.62,4.72,6.2,8.35,18.35,59225.0,90060.0,2937.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Norte,12 1/4,7x7,4-30,493,B,0.55,0.91,1.30,1.77,2.52,3.46,4.57,6.0,8.07,16.14,59124.0,90540.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,467,B,0.39,0.71,1.14,1.65,2.36,3.40,4.72,5.9,7.87,14.72,59341.0,89678.0,2915.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Sureste,10 5/8,6.5x6.5,4-30,481,K,0.43,0.67,1.02,1.46,2.28,3.39,4.53,5.8,7.80,12.76,59266.0,90309.0,2936.0,
Stage 2,3515,Tronadura 2,Roca 2,L8,Norte,12 1/4,13.5x14,4-30,167,F,0.67,0.94,1.18,1.50,1.85,2.48,3.50,5.1,7.24,13.07,59260.0,91719.0,3515.0,
Stage 2,3515,Tronadura 2,Roca 2,L8,Norte,12 1/4,13.5x14,4-30,167,F,0.63,0.91,1.14,1.46,1.89,2.60,3.78,5.0,6.61,9.61,59320.0,91780.0,3515.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,493,B,0.51,0.79,1.18,1.73,2.48,3.50,4.72,5.9,7.83,11.57,59153.0,90504.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,493,B,0.63,1.02,1.50,2.01,2.83,3.94,5.00,6.3,8.27,12.72,59132.0,90456.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,493,B,0.55,0.79,1.14,1.54,2.13,3.15,4.41,6.0,8.46,13.62,59171.0,90442.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,0.55,0.98,1.38,1.89,2.60,3.35,4.37,6.0,8.46,13.31,59099.0,90435.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,1.18,2.01,2.76,3.39,3.98,4.53,5.39,5.9,7.20,10.71,59075.0,90428.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,467,B,0.87,1.26,1.65,2.20,2.99,3.78,4.72,5.8,7.68,11.73,59369.0,89693.0,2915.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Sureste,10 5/8,6.5x6.5,4-30,481,K,0.98,1.81,2.60,3.19,3.82,4.45,5.24,6.3,7.91,12.13,59269.0,90361.0,2930.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,0.51,1.22,1.57,2.05,2.83,3.86,4.84,5.9,7.09,9.33,59103.0,90404.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,455,B,0.94,1.34,1.73,2.24,2.83,3.78,4.72,5.6,6.89,10.59,59317.0,89728.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,534,B,1.06,1.42,1.77,2.32,3.11,3.86,4.92,6.2,8.31,16.38,59085.0,90384.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,455,B,1.18,1.77,2.28,2.83,3.35,4.09,4.96,5.6,7.13,9.57,59278.0,89754.0,2915.0,
Stage 2,3515,Tronadura 2,Roca 2,L8,Norte,12 1/4,13.5x14,4-30,167,F,0.87,1.30,1.85,2.48,3.07,3.70,4.37,5.2,6.73,9.61,59352.0,91815.0,3515.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,514,B,0.51,0.67,1.22,1.69,2.24,2.99,3.86,5.3,7.20,14.45,59064.0,90349.0,2915.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Noreste,12 1/4,7x7,4-30,455,B,0.91,1.54,2.20,2.87,3.70,4.45,5.24,6.2,8.07,11.89,59358.0,89747.0,2915.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,245,F,0.35,0.55,0.79,1.30,1.89,2.48,3.27,4.1,4.92,6.77,59563.0,91812.0,3515.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,514,B,0.94,1.65,2.44,3.11,3.74,4.21,4.69,5.7,6.61,9.80,59096.0,90331.0,2915.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Noreste,12 1/4,7x7,4-30,455,B,0.51,0.83,1.30,1.81,2.48,3.35,4.41,5.6,6.61,12.01,59307.0,89776.0,2915.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,245,F,0.47,0.75,1.18,1.89,2.36,2.87,3.27,3.9,4.76,6.18,59568.0,91829.0,3515.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,514,B,0.51,1.14,1.57,2.13,2.76,3.54,4.37,5.6,7.09,12.17,59070.0,90291.0,2915.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Noreste,12 1/4,7x7,4-30,455,B,0.51,1.06,1.38,1.81,2.28,2.95,3.90,5.5,6.97,10.79,59287.0,89798.0,2915.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,245,F,0.43,0.71,1.02,1.50,2.01,2.40,3.03,3.8,4.69,7.32,59529.0,91888.0,3515.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,538,B,0.94,1.34,1.81,2.32,3.07,3.66,4.45,5.6,6.93,13.43,59298.0,89815.0,2915.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,245,F,0.63,1.30,1.69,2.09,2.40,2.80,3.27,3.7,4.29,6.06,59546.0,91911.0,3515.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7X7,4-30,495,B,0.51,0.98,1.38,1.81,2.44,3.35,4.49,5.94,8.70,16.89,59272.0,89825.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7X7,4-30,495,B,0.87,1.18,1.54,1.89,2.35,3.31,4.60,5.90,7.76,13.19,59333.0,89841.0,2915.0,
Stage 4,2930,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7X7,4-30,673,B,0.67,0.98,1.34,1.81,2.48,3.54,4.76,6.34,8.70,15.94,59096.0,90090.0,2930.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7X7,4-30,673,B,0.51,0.63,0.83,1.14,1.54,2.24,3.58,5.43,7.24,12.91,59055.0,90089.0,2930.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7X7,4-30,673,B,0.67,1.02,1.42,2.09,3.03,4.06,5.04,5.98,7.95,13.94,59087.0,90051.0,2930.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7X7,4-30,495,B,0.55,0.91,1.26,1.69,2.28,3.15,4.21,5.79,6.89,14.21,59364.0,89853.0,2915.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,0.71,1.10,1.57,2.20,3.19,4.13,5.28,6.46,8.03,12.91,59074.0,90522.0,2900.0,
Stage 2,3515,Tronadura 1,Roca 2,L8,Norte,12 1/4,13.5x14,4-30,167,F,0.63,0.91,1.14,1.42,1.73,2.40,3.54,4.84,6.54,9.45,59259.0,91752.0,3515.0,
Stage 2,3515,Tronadura 1,Roca 2,L8,Norte,12 1/4,13.5x14,4-30,167,F,0.71,0.94,1.19,1.38,1.65,2.17,2.83,3.78,5.43,11.14,59216.0,91730.0,3515.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,0.59,0.98,1.57,2.40,3.62,4.61,5.43,6.30,7.80,14.09,59027.0,90539.0,2915.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,0.47,0.83,1.34,2.17,3.03,4.06,5.04,6.10,7.36,11.73,59063.0,90581.0,2900.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7X7,4-30,495,B,0.43,0.91,1.26,1.89,2.52,3.31,4.02,5.75,8.19,15.20,59295.0,89864.0,2915.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7X7,4-30,673,B,0.40,0.75,1.14,1.77,2.48,3.23,4.29,5.63,7.24,11.38,59066.0,90008.0,2930.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,0.63,1.06,1.61,2.28,3.03,3.86,4.84,5.91,9.41,22.13,59071.0,90607.0,2900.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7X7,4-30,495,B,0.79,1.14,1.50,1.97,2.72,3.66,4.53,6.06,8.03,11.98,59357.0,89888.0,2915.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,0.83,1.73,2.52,2.99,3.58,4.09,4.65,5.40,6.50,8.98,59072.0,90635.0,2900.0,
Stage 4,2930,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7X7,4-30,673,B,0.98,1.38,1.85,2.56,3.15,3.66,4.41,5.24,6.50,10.16,59064.0,90000.0,2930.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,0.91,1.22,1.50,1.85,2.32,3.19,4.17,5.98,9.72,14.13,59053.1,90671.9,2900.0,
Stage 2,3515,Tronadura 1,Roca 2,L8,Norte,12 1/4,13.5x14,4-30,167,F,0.67,1.18,1.89,2.36,2.83,3.23,3.82,4.33,5.12,7.01,59290.9,91805.5,3515.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,0.71,1.06,1.38,1.77,2.28,2.87,3.78,5.00,6.02,11.77,58993.9,90642.8,2900.0,
Stage 2,3515,Tronadura 1,Roca 2,L8,Norte,12 1/4,13.5x14,4-30,167,F,0.63,0.87,1.14,1.50,1.89,2.36,2.87,3.66,4.29,6.30,59213.7,91789.7,3515.0,
Stage 2,3500,Tronadura 2,Roca 2,L8,Norte,12 1/4,10.5x10.5,4-30,174,J,0.63,0.87,1.10,1.38,1.81,2.28,2.83,3.50,4.72,8.35,59409.6,91668.9,3500.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,0.75,1.14,1.57,2.17,2.76,3.35,3.82,4.57,5.43,8.46,58961.8,90635.5,2900.0,
Stage 2,3515,Tronadura 1,Roca 2,L8,Norte,12 1/4,13.5x14,4-30,167,F,0.71,1.38,2.20,2.76,3.31,3.82,4.45,5.24,7.56,9.25,59329.9,91807.1,3515.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,174,J,0.67,0.94,1.34,1.93,2.68,3.27,4.13,4.88,6.02,11.65,59445.6,91586.7,3500.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,1.02,1.42,1.85,2.36,2.91,3.46,4.37,5.79,7.87,11.22,59027.8,90549.5,2908.0,
Stage 2,3515,Tronadura 1,Roca 2,L8,Norte,12 1/4,8x8,17-120,209,F,0.75,1.06,1.42,1.85,2.44,2.91,3.46,4.17,5.55,9.49,59390.0,91879.5,3522.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,174,J,0.71,1.02,1.46,2.09,2.72,3.27,3.82,4.61,5.75,7.60,59421.3,91597.6,3500.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,1.02,1.42,1.77,2.24,2.80,3.46,4.13,5.04,7.36,11.42,58957.7,90655.3,2900.0,
Stage 2,3515,Tronadura 1,Roca 2,L8,Norte,12 1/4,8x8,17-120,209,F,0.55,0.79,1.02,1.46,1.89,2.36,2.95,3.86,4.96,7.64,59342.0,91848.0,3515.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,174,J,0.59,0.98,1.69,2.24,2.68,2.99,3.46,4.06,4.76,7.52,59417.0,91619.6,3500.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,504,B,0.83,1.42,1.93,2.48,3.07,3.66,4.33,5.28,6.61,10.67,58996.6,90702.2,2900.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,174,J,0.59,1.02,1.65,2.44,2.95,3.46,4.09,4.72,6.85,9.92,59451.3,91647.4,3500.0,
Stage 4,2900,Tronadura 1,Roca 1,L4,Norte,12 1/4,7x7,4-30,498,B,0.55,0.94,1.46,2.17,3.03,3.90,4.76,5.83,7.64,11.85,58925.0,90693.0,2900.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,174,J,0.71,0.91,1.06,1.26,1.46,1.73,2.32,3.82,5.75,10.00,59428.0,91673.0,3500.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,174,J,0.60,0.75,0.91,1.14,1.53,2.09,3.31,4.57,6.02,12.36,59370.0,91655.0,3500.0,
Stage 4,2900,Tronadura 1,Roca 1,L4,Norte,12 1/4,7x7,4-30,498,B,0.47,0.79,1.18,1.69,2.48,3.43,4.41,5.83,7.60,13.23,58886.2,90684.3,2900.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,251,F,0.75,1.02,1.26,1.54,2.09,3.03,3.90,5.04,6.73,12.72,59250.0,91533.0,3500.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,174,J,0.71,1.06,1.46,1.85,2.44,3.19,3.94,4.96,6.50,11.97,59439.0,91698.0,3500.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,504,B,0.55,0.91,1.23,1.69,2.36,3.31,4.33,5.67,7.60,15.63,59046.0,90721.0,2900.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,504,B,0.63,1.02,1.46,2.13,2.95,3.98,4.84,5.98,8.07,16.57,59058.0,90735.0,2900.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,504,B,0.51,0.87,1.26,1.89,2.72,3.62,4.69,5.83,7.40,15.16,58984.0,90713.0,2900.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,212,B,0.16,0.55,0.83,1.26,2.01,3.11,3.94,4.96,7.20,13.62,59480.0,91755.0,3500.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,212,B,0.75,1.10,1.42,1.77,2.32,2.91,3.86,4.84,6.46,12.68,59498.0,91699.0,3500.0,
Stage 4,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,212,B,0.79,1.06,1.34,1.61,2.05,2.72,3.58,4.88,7.99,19.29,59520.0,91778.0,3500.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,4-30,504,B,0.75,1.10,1.46,1.85,2.48,3.35,4.29,5.59,7.91,14.92,58996.0,90757.0,2900.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,212,B,0.35,0.67,0.98,1.38,2.01,2.76,3.66,4.80,6.57,12.24,59546.0,91800.0,3500.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,212,B,0.43,0.87,1.26,2.05,2.91,3.70,4.53,5.31,6.77,12.05,59558.0,91759.0,3500.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,251,F,0.63,1.26,1.65,2.05,2.32,2.72,3.19,3.90,4.84,6.73,59137.0,91529.0,3515.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,212,B,1.02,1.81,2.36,2.87,3.27,3.78,4.29,5.04,5.83,9.33,59533.0,91736.0,3500.0,
Stage 4,2900,Tronadura 1,Roca 1,L4,Norte,12 1/4,7x7,4-30,498,B,0.75,1.14,1.50,1.97,2.68,3.50,4.45,5.67,8.07,13.98,58877.0,90706.0,2900.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,9-94,230,E,0.63,1.02,1.42,1.81,2.20,2.60,3.35,4.06,5.91,9.09,59165.0,91587.0,3515.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,174,J,0.79,1.54,2.05,2.56,3.07,3.39,4.06,5.00,5.75,8.43,59489.0,91637.0,3500.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,17-120,237,F,0.63,1.30,1.81,2.17,2.52,2.87,3.27,3.78,5.08,7.20,59153.0,91647.0,3515.0,
Stage 2,3500,Tronadura 2,Roca 2,L8,Norte,12 1/4,10.5x10.5,4-30,174,J,0.91,1.77,2.40,2.87,3.31,3.86,4.49,5.00,6.14,8.74,59362.0,91676.0,3500.0,
Stage 4,2900,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,4-30,493,B,0.67,1.38,2.20,2.83,3.62,4.25,5.04,6.14,7.44,11.18,58986.0,90602.0,2900.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,17-120,237,F,0.71,1.06,1.50,1.93,2.36,2.80,3.31,4.09,5.20,10.08,59137.0,91644.0,3515.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,17-120,168,F,0.71,1.02,1.38,1.85,2.48,2.99,3.58,4.29,6.14,9.29,59597.0,91872.0,3515.0,
Stage 2,3500,Tronadura 2,Roca 2,L8,Norte,12 1/4,10.5x10.5,17-120,178,F,0.79,1.06,1.34,1.73,2.36,3.15,3.94,5.04,6.81,12.68,59393.0,91711.0,3500.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,473,B,0.79,1.69,2.32,2.91,3.50,4.25,5.08,6.02,7.01,9.69,59080.0,90226.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,448,B,0.55,1.22,1.93,2.36,2.91,3.70,4.33,5.20,7.01,8.86,59273.0,89914.0,2915.0,
Stage 2,3515,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,17-120,237,F,0.59,1.46,1.89,2.17,2.36,2.64,2.87,3.27,3.94,5.63,59125.0,91697.0,3515.0,
Stage 2,3500,Tronadura 2,Roca 2,L8,Norte,12 1/4,10.5x10.5,17-120,178,F,0.63,1.54,2.09,2.44,2.83,3.27,3.58,4.02,4.69,6.34,59364.0,91738.0,3500.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,473,B,1.02,1.46,1.93,2.48,3.07,3.66,4.33,5.16,6.38,8.62,59094.0,90212.0,2915.0,
Stage 2,3500,Tronadura 2,Roca 2,L8,Norte,12 1/4,10.5x10.5,17-120,178,F,0.71,1.06,1.46,1.89,2.32,2.91,3.54,4.69,6.69,8.94,59395.8,91773.6,3500.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,473,B,0.83,1.42,1.97,2.56,3.19,3.90,4.61,5.75,6.93,11.93,59078.2,90187.1,2915.0,
Stage 2,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,10.5x10.5,4-30,212,B,0.16,0.51,0.97,1.42,2.17,3.15,4.13,5.31,7.44,14.06,59470.0,91775.0,3500.0,
Stage 2,3515,Tronadura 2,Roca 1,L3,Norte,12 1/4,8.0x8.5,4-30,312,K,0.55,0.75,0.91,1.06,1.30,1.69,2.52,4.41,6.42,11.69,59103.0,91514.0,3515.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,4-30,534,B,0.31,0.67,1.06,1.57,2.44,3.43,4.49,5.79,7.83,11.72,59134.0,90415.0,2915.0,
Stage 4,2915,Tronadura 1,Roca 1,L4,Sureste,12 1/4,7x7,4-30,448,B,0.63,0.94,1.34,1.85,2.52,3.58,4.57,5.98,7.72,18.11,59351.0,89919.0,2915.0,
Stage 4,2915,Tronadura 2,Roca 1,L4,Sureste,12 1/4,7x7,4-30,448,B,0.55,0.91,1.30,1.77,2.48,3.39,4.37,5.55,7.28,14.29,59313.0,89912.0,2915.0,
Stage 2,3515,Tronadura 2,Roca 1,L3,Norte,12 1/4,8.0x8.5,4-30,312,K,0.67,0.91,1.14,1.38,1.69,2.28,3.23,4.25,5.59,11.89,59081.0,91505.0,3515.0,
